"Time","WW","WM","WR","MM","MR","RR"
0,250,0,0,0,0,0
2,250.000074905797,0,0,50,0,0
3,250.000143070072,0,0,45.5,0,0
4,250.000205099562,0,0,41.405,0,0
5,250.000261546398,0,0,37.67855,0,0
6,250.000312913019,0,0,34.2874805,0,0
7,250.000359656643,0,0,31.201607255,0,0
8,250.000402193342,0,0,28.39346260205,0,0
9,250.000440901738,0,0,25.8380509678655,0,0
10,250.000476126378,0,0,23.5126263807576,0,0
11,250.000508180801,0,0,21.3964900064894,0,0
12,249.635031563688,0,0,19.4708059059054,0,0
13,248.839042098605,0,0,17.7184333743739,0,0
14,247.647389050988,0,0,16.1237743706802,0,0
15,246.123513868436,0,0,14.672634677319,0,0
16,244.333989597324,0,0,13.3520975563603,0,0
17,242.03951375479,3.63251888828629,0,12.8169256370672,0,0
18,239.699042526096,6.88783781039087,0,12.2698577593439,0,0
19,237.480502188926,9.80490985426447,0,11.7208146024595,0,0
20,235.447607706768,12.4060786933285,0,11.1752853099578,0,0
21,233.623096243243,14.7081795348867,0,10.6369033365891,0,0
22,232.014731561864,16.7269378020563,0,10.1084168982702,0,0
23,230.625895039913,18.478513667579,0,9.59205068508498,0,0
24,229.456226523694,19.9792805318708,0,9.08957564056182,0,0
25,228.508696418254,21.2466491577983,0,8.60248002612152,0,0
26,227.788327996803,22.2984785034152,0,8.13195705949239,0,0
27,227.256908577858,23.1483803035381,0,7.67870192205293,0,0
28,226.866876624709,23.8094067168042,0,7.24312317082606,0,0
29,226.571425215307,24.2947301376696,0,6.8254118365486,0,0
30,226.327243073523,24.6175938731981,0,6.42558289664816,0,0
31,226.095062783587,24.7911473113409,0,6.04351067381317,0,0
32,225.79878739484,25.0590634535867,0,5.69140868044013,0,0
33,225.42267674267,25.4020884153704,0,5.36738453380127,0,0
34,224.971240922087,25.8045364959116,0,5.06954971586098,0,0
35,224.455668805745,26.2523352091347,0,4.79597850706709,0,0
36,223.888917668858,26.7323891576285,0,4.5447211297388,0,0
37,223.284285863356,27.2324839733238,0,4.31383633189398,0,0
38,222.655306221041,27.7413856648651,0,4.10142742994798,0,0
39,222.015606321288,28.248903748872,0,3.90567090364367,0,0
40,221.379669619671,28.7460810800902,0,3.72484581237561,0,0
41,220.763344721379,29.2253067848415,0,3.55735431078877,0,0
42,220.179821659141,29.6797662597703,0,3.40171428324105,0,0
43,219.638874817201,30.1033515045221,0,3.25656412962749,0,0
44,219.146844324674,30.4906449590692,0,3.12066537848982,0,0
45,218.706738766585,30.8368946702552,0,2.99290145863774,0,0
46,218.318342012472,31.1379745382984,0,2.87227356510285,0,0
47,217.974011420503,31.4025510767149,0,2.75878278857852,0,0
48,217.664817986275,31.6380240448243,0,2.65237181303298,0,0
49,217.382370453271,31.8507909201392,0,2.5529383987398,0,0
50,217.119304678214,32.046315029322,0,2.46034024612783,0,0
51,216.869331689327,32.2291444585167,0,2.37439720441624,0,0
52,216.627191188669,32.4029367562196,0,2.29489315374974,0,0
53,216.388632593934,32.5705064878306,0,2.22157841022692,0,0
54,216.150410594096,32.7338894235892,0,2.1541725727439,0,0
55,215.910384183038,32.8944354272582,0,2.09236847910331,0,0
56,215.667689593886,33.0529213841791,0,2.03583705244298,0,0
57,215.422570204132,33.2096154664188,0,1.98423059278567,0,0
58,215.176157097732,33.3643370584338,0,1.93718621375471,0,0
59,214.930242727446,33.5165157010884,0,1.89432951962366,0,0
60,214.687045309798,33.6652459054201,0,1.85527836118347,0,0
61,214.448960595386,33.8093353984052,0,1.81964652805497,0,0
62,214.217879541278,33.9480144098489,0,1.7870994973589,0,0
63,213.995092493433,34.0808613696178,0,1.75734902882703,0,0
64,213.781343943252,34.2077505091617,0,1.73014830762225,0,0
65,213.576917060486,34.3288023871461,0,1.70528702676979,0,0
66,213.38171203411,34.4443330110526,0,1.68258635871015,0,0
67,213.195313520932,34.5548024753065,0,1.66189394808808,0,0
68,213.017052463379,34.6607655175065,0,1.64307909213017,0,0
69,212.846065546167,34.7628257281002,0,1.62602822541057,0,0
70,212.68136369263,34.8615963449731,0,1.61064085914191,0,0
71,212.521918250485,34.957669800766,0,1.59682608109536,0,0
72,212.366737348119,35.0515917878044,0,1.58449946040404,0,0
73,212.214930362015,35.1438397746972,0,1.57358036108326,0,0
74,212.065759784817,35.2348058930018,0,1.56398966149811,0,0
75,211.918678356226,35.3247836572095,0,1.55564785507812,0,0
76,211.773348690232,35.4139577160254,0,1.54847349493975,0,0
77,211.629602847369,35.5024318155493,0,1.54238494455464,0,0
78,211.487396184686,35.5902520802653,0,1.53730188111994,0,0
79,211.346767260954,35.6774273411495,0,1.53314660262706,0,0
80,211.207805172111,35.7639465289746,0,1.52984512299744,0,0
81,211.070622955773,35.8497928154077,0,1.52732803074953,0,0
82,210.935335611743,35.9349543110315,0,1.52553109716145,0,0
83,210.802041923475,36.0194313667693,0,1.52439563477561,0,0
84,210.670809660631,36.1032406912544,0,1.5238686183168,0,0
85,210.541664853388,36.1864167742466,0,1.52390259542138,0,0
86,210.414586720513,36.2690113207483,0,1.52445542641835,0,0
87,210.28950772048,36.3510910479164,0,1.52548987964856,0,0
88,210.166318235406,36.432734221568,0,1.52697311118882,0,0
89,210.044875338726,36.5140262987285,0,1.52887605804496,0,0
90,209.925014817512,36.5950549767647,0,1.53117277112574,0,0
91,209.806565264664,36.6759048579824,0,1.53383971000819,0,0
92,209.689359027801,36.7566536931147,0,1.53685518768575,0,0
93,209.573239758082,36.8373699326769,0,1.54019894775638,0,0
94,209.458067186319,36.9181114504358,0,1.54385186089397,0,0
95,209.343719773923,36.998925287669,0,1.54779572572504,0,0
96,209.230095711872,37.0798482263831,0,1.55201315682141,0,0
97,209.117112584147,37.1609079733142,0,1.55648754109108,0,0
98,209.004705919587,37.2421247316897,0,1.56120304369006,0,0
99,208.892826801452,37.3235129472883,0,1.56614464532625,0,0
100,208.781438748914,37.4050830496332,0,1.57129819490381,0,0
101,208.670514214482,37.4868430636551,0,1.57665046461561,0,0
102,208.560031016082,37.5687999938186,0,1.5821891966587,0,0
103,208.449969020128,37.6509609147646,0,1.58790313314877,0,0
104,208.340307384825,37.7333337335488,0,1.59378202322257,0,0
105,208.231022634729,37.8159276123765,0,1.59981660342418,0,0
106,208.122087760646,37.8987530549511,0,1.60599854912603,0,0
107,208.013472089236,37.9818217485933,0,1.61232040525769,0,0
108,207.905141665006,38.065146239485,0,1.61877550368307,0,0
109,207.797059949222,38.1487395138927,0,1.62535787398012,0,0
110,207.689188696267,38.2326145511379,0,1.63206215358506,0,0
111,207.581488905522,38.3167839027495,0,1.63888350222047,0,0
112,207.473921769383,38.4012593381343,0,1.6458175243293,0,0
113,207.366449551414,38.4860515820574,0,1.65286020199415,0,0
114,207.259036335879,38.5711701543908,0,1.66000783960793,0,0
115,207.15164859937,38.6566233100431,0,1.66725702049145,0,0
116,207.044255574614,38.742418068552,0,1.67460457482451,0,0
117,206.936829394946,38.8285603164159,0,1.6820475575815,0,0
118,206.829345029039,38.9150549616398,0,1.68958323468235,0,0
119,206.721780038815,39.0019061190677,0,1.69720907528501,0,0
120,206.614114215937,39.0891173061407,0,1.70492274802257,0,0
121,206.506329169866,39.1766916307894,0,1.71272211898164,0,0
122,206.398407919397,39.264631958036,0,1.72060524974827,0,0
123,206.290334519978,39.3529410461033,0,1.72857039432892,0,0
124,206.182093745343,39.4416216471536,0,1.73661599421369,0,0
125,206.07367083296,39.5306765718879,0,1.74474067126575,0,0
126,205.965051296748,39.6201087207114,0,1.75294321847138,0,0
127,205.856220806138,39.7099210867611,0,1.76122258885385,0,0
128,205.747165126999,39.8001167376808,0,1.7695778830373,0,0
129,205.637870116617,39.8906987835843,0,1.77800833604245,0,0
130,205.528321761807,39.9816703383203,0,1.78651330391499,0,0
131,205.41850624708,40.0730344802294,0,1.79509225074705,0,0
132,205.30841003856,40.1647942172236,0,1.80374473656483,0,0
133,205.198019969467,40.2569524594696,0,1.81247040643729,0,0
134,205.087323314915,40.3495120014548,0,1.8212689810288,0,0
135,204.976307847484,40.4424755139318,0,1.83014024868524,0,0
136,204.864961870405,40.5358455452312,0,1.83908405901786,0,0
137,204.753274228671,40.6296245306644,0,1.84810031785351,0,0
138,204.641234300511,40.7238148081686,0,1.85718898335309,0,0
139,204.528831972632,40.8184186380458,0,1.86635006306151,0,0
140,204.41605760319,40.9134382245995,0,1.87558361164165,0,0
141,204.302901976508,41.0088757376559,0,1.88488972905619,0,0
142,204.189356253479,41.1047333323136,0,1.89426855899083,0,0
143,204.07541192132,41.2010131657295,0,1.90372028735337,0,0
144,203.961060745905,41.2977174102489,0,1.91324514073031,0,0
145,203.846294729262,41.3948482626591,0,1.92284338472942,0,0
146,203.731106074064,41.4924079497444,0,1.93251532218032,0,0
147,203.615487156035,41.5903987306154,0,1.94226129120029,0,0
148,203.499430504253,41.6888228964604,0,1.95208166315962,0,0
149,203.382928788529,41.7876827684444,0,1.9619768405973,0,0
150,203.265974812437,41.8869806944726,0,1.97194725514576,0,0
151,203.148561510411,41.9867190454853,0,1.98199336552339,0,0
152,203.030681947379,42.0869002118545,0,1.99211565564721,0,0
153,202.912329319597,42.1875266003256,0,2.00231463290753,0,0
154,202.793496955578,42.2886006318012,0,2.01259082663271,0,0
155,202.674178316291,42.3901247401157,0,2.0229447867581,0,0
156,202.554366994043,42.4921013718136,0,2.03337708269954,0,0
157,202.43405670972,42.5945329868331,0,2.04388830241988,0,0
158,202.313241308271,42.6974220599205,0,2.05447905166843,0,0
159,202.19191475254,42.8007710825524,0,2.06514995336703,0,0
160,202.070071115693,42.904582565136,0,2.07590164711408,0,0
161,201.947704572642,43.0088590392706,0,2.08673478877782,0,0
162,201.824809390891,43.1136030598898,0,2.09765005015276,0,0
163,201.70137992128,43.2188172071457,0,2.10864811865687,0,0
164,201.577410588996,43.3245040879465,0,2.1197296970523,0,0
165,201.452895885178,43.4306663371013,0,2.1308955031773,0,0
166,201.327830359306,43.5373066180671,0,2.14214626968214,0,0
167,201.202208612472,43.6444276233265,0,2.1534827437661,0,0
168,201.07602529156,43.7520320744532,0,2.1649056869165,0,0
169,200.949275084295,43.8601227219355,0,2.17641587465302,0,0
170,200.821952715051,43.9687023448388,0,2.18801409628262,0,0
171,200.694052941321,44.0777737503829,0,2.19970115467043,0,0
172,200.565570550677,44.1873397735046,0,2.21147786603229,0,0
173,200.436500358099,44.29740327646,0,2.22334505975331,0,0
174,200.306837203527,44.4079671485054,0,2.23530357823583,0,0
175,200.176575949515,44.5190343056794,0,2.24735427677843,0,0
176,200.045711478901,44.6306076906934,0,2.25949802348627,0,0
177,199.914238692422,44.7426902729257,0,2.27173569921174,0,0
178,199.782152506258,44.8552850485052,0,2.28406819752318,0,0
179,199.649447849489,44.968395040465,0,2.29649642469878,0,0
180,199.516119661479,45.0820232989432,0,2.30902129974232,0,0
181,199.382162889227,45.1961729014084,0,2.3216437544172,0,0
182,199.247572484718,45.3108469528883,0,2.33436473329543,0,0
183,199.112343402305,45.4260485861853,0,2.34718519381849,0,0
184,198.97647059616,45.5417809620639,0,2.36010610636759,0,0
185,198.83994901783,45.6580472694053,0,2.37312845434139,0,0
186,198.702773613916,45.7748507253233,0,2.38625323423981,0,0
187,198.564939323883,45.8921945752457,0,2.39948145575315,0,0
188,198.426441078021,46.0100820929632,0,2.41281414185627,0,0
189,198.287273795543,46.1285165806552,0,2.42625232890788,0,0
190,198.147432382816,46.247501368899,0,2.43979706675523,0,0
191,198.006911731714,46.3670398166706,0,2.45344941884474,0,0
192,197.865706718078,46.4871353113465,0,2.467210462339,0,0
193,197.723812200252,46.6077912687092,0,2.48108128824068,0,0
194,197.581223017697,46.7290111329657,0,2.49506300152358,0,0
195,197.437933989655,46.8507983767784,0,2.50915672127117,0,0
196,197.293939913859,46.9731565013122,0,2.52336358082261,0,0
197,197.14923556527,47.0960890362972,0,2.5376847279262,0,0
198,197.00381569484,47.2195995401062,0,2.55212132489991,0,0
199,196.857675028306,47.3436915998445,0,2.56667454879899,0,0
200,196.71080826499,47.4683688314508,0,2.58134559158985,0,0
201,196.563210076633,47.5936348798049,0,2.59613566033021,0,0
202,196.414875106239,47.7194934188413,0,2.61104597735477,0,0
203,196.26579796696,47.8459481516655,0,2.62607778046634,0,0
204,196.115973240987,47.9730028106716,0,2.64123232313181,0,0
205,195.965395478486,48.1006611576598,0,2.65651087468296,0,0
206,195.81405919656,48.2289269839532,0,2.6719147205218,0,0
207,195.661958878239,48.3578041105143,0,2.68744516233031,0,0
208,195.509088971503,48.4872963880598,0,2.70310351828463,0,0
209,195.355443888339,48.6174076971761,0,2.71889112327366,0,0
210,195.201018003818,48.7481419484345,0,2.73480932912203,0,0
211,195.04580565521,48.8795030825078,0,2.75085950481769,0,0
212,194.889801141117,49.011495070289,0,2.76704303674401,0,0
213,194.732998720624,49.1441219130118,0,2.78336132891665,0,0
214,194.575392612479,49.2773876423748,0,2.79981580322514,0,0
215,194.416976994281,49.4112963206682,0,2.8164078996794,0,0
216,194.257746001689,49.5458520409044,0,2.83313907666108,0,0
217,194.097693727642,49.6810589269517,0,2.8500108111799,0,0
218,193.936814221587,49.8169211336714,0,2.86702459913503,0,0
219,193.775101488726,49.9534428470573,0,2.88418195558139,0,0
220,193.61254948926,50.0906282843785,0,2.90148441500108,0,0
221,193.449152137655,50.2284816943232,0,2.91893353157974,0,0
222,193.284903301906,50.3670073571455,0,2.9365308794881,0,0
223,193.119796802816,50.5062095848124,0,2.95427805316844,0,0
224,192.953826413278,50.6460927211527,0,2.97217666762632,0,0
225,192.78698585757,50.7866611420061,0,2.99022835872727,0,0
226,192.61926881065,50.9279192553727,0,3.0084347834988,0,0
227,192.450668897464,51.0698715015637,0,3.0267976204375,0,0
228,192.281179692261,51.2125223533505,0,3.04531856982154,0,0
229,192.11079471791,51.3558763161161,0,3.06399935402846,0,0
230,191.939507445225,51.4999379280049,0,3.0828417178584,0,0
231,191.767311292296,51.6447117600729,0,3.1018474288629,0,0
232,191.594199623826,51.790202416438,0,3.12101827767924,0,0
233,191.420165750469,51.9364145344301,0,3.14035607837055,0,0
234,191.245202928172,52.083352784741,0,3.15986266877167,0,0
235,191.069304357524,52.2310218715735,0,3.17953991084095,0,0
236,190.892463183106,52.379426532791,0,3.19938969101796,0,0
237,190.714672492838,52.5285715400658,0,3.21941392058739,0,0
238,190.535925317338,52.678461699027,0,3.23961453604904,0,0
239,190.356214629275,52.8291018494073,0,3.25999349949415,0,0
240,190.175533342724,52.9804968651894,0,3.28055279898807,0,0
241,189.993874312526,53.1326516547503,0,3.30129444895942,0,0
242,189.811230333646,53.2855711610049,0,3.32222049059585,0,0
243,189.62759414053,53.4392603615476,0,3.34333299224644,0,0
244,189.442958406468,53.5937242687924,0,3.36463404983095,0,0
245,189.25731574295,53.7489679301107,0,3.38612578725589,0,0
246,189.07065869903,53.9049964279671,0,3.40781035683766,0,0
247,188.882979760683,54.0618148800534,0,3.42968993973281,0,0
248,188.694271350167,54.2194284394187,0,3.45176674637555,0,0
249,188.504525825382,54.3778422945983,0,3.47404301692258,0,0
250,188.31373547923,54.5370616697389,0,3.49652102170552,0,0
251,188.121892538975,54.6970918247209,0,3.51920306169082,0,0
252,187.928989165596,54.8579380552775,0,3.54209146894758,0,0
253,187.735017453155,55.0196056931105,0,3.56518860712315,0,0
254,187.539969428143,55.1821001060019,0,3.58849687192679,0,0
255,187.343837048844,55.3454266979226,0,3.61201869162153,0,0
256,187.146612204688,55.5095909091365,0,3.63575652752429,0,0
257,186.948286715601,55.6745982163003,0,3.65971287451447,0,0
258,186.748852331366,55.8404541325589,0,3.68389026155116,0,0
259,186.548300730967,56.0071642076364,0,3.70829125219907,0,0
260,186.346623521944,56.1747340279219,0,3.73291844516337,0,0
261,186.143812239744,56.3431692165502,0,3.75777447483363,0,0
262,185.939858347065,56.5124754334771,0,3.78286201183686,0,0
263,185.734753233205,56.6826583755489,0,3.80818376360005,0,0
264,185.528488213409,56.8537237765665,0,3.83374247492221,0,0
265,185.321054528215,57.0256774073422,0,3.859540928556,0,0
266,185.112443342794,57.1985250757515,0,3.88558194579944,0,0
267,184.902645746296,57.3722726267766,0,3.91186838709747,0,0
268,184.69165275119,57.5469259425445,0,3.93840315265381,0,0
269,184.479455292605,57.7224909423562,0,3.96518918305326,0,0
270,184.266044227671,57.8989735827091,0,3.99222945989449,0,0
271,184.051410334857,58.0763798573118,0,4.01952700643362,0,0
272,183.83554431331,58.2547157970897,0,4.04708488823882,0,0
273,183.61843678219,58.4339874701826,0,4.07490621385595,0,0
274,183.400078280012,58.6142009819332,0,4.10299413548559,0,0
275,183.180459263978,58.7953624748668,0,4.13135184967161,0,0
276,182.959570109317,58.9774781286603,0,4.15998259800146,0,0
277,182.737401108619,59.1605541601025,0,4.18888966781841,0,0
278,182.513942471171,59.344596823043,0,4.21807639294591,0,0
279,182.289184322294,59.5296124083308,0,4.24754615442439,0,0
280,182.063116702681,59.7156072437422,0,4.27730238126049,0,0
281,181.83572956773,59.9025876938957,0,4.30734855118925,0,0
282,181.607012786887,60.0905601601569,0,4.3376881914492,0,0
283,181.376956142979,60.279531080529,0,4.36832487957073,0,0
284,181.145549331558,60.4695069295322,0,4.39926224417794,0,0
285,180.912781960236,60.6604942180684,0,4.43050396580414,0,0
286,180.678643548035,60.8524994932731,0,4.46205377772138,0,0
287,180.443123524724,61.045529338352,0,4.49391546678405,0,0
288,180.206211230168,61.2395903724042,0,4.52609287428702,0,0
289,179.967895913675,61.4346892502289,0,4.55858989683832,0,0
290,179.728166733346,61.6308326621168,0,4.59141048724687,0,0
291,179.48701275543,61.8280273336252,0,4.6245586554253,0,0
292,179.24442295368,62.0262800253362,0,4.65803846930825,0,0
293,179.000386208711,62.225597532597,0,4.69185405578634,0,0
294,178.754891307364,62.4259866852431,0,4.72600960165614,0,0
295,178.507926942076,62.6274543473013,0,4.76050935458638,0,0
296,178.259481710249,62.8300074166755,0,4.79535762410061,0,0
297,178.009544113626,63.0336528248105,0,4.83055878257677,0,0
298,177.758102557679,63.2383975363364,0,4.86611726626372,0,0
299,177.505145350988,63.4442485486917,0,4.90203757631517,0,0
300,177.250660704642,63.6512128917243,0,4.93832427984136,0,0
301,176.994636731633,63.8592976272694,0,4.97498201097851,0,0
302,176.737061446268,64.0685098487048,0,5.01201547197669,0,0
303,176.477922763579,64.2788566804816,0,5.04942943430613,0,0
304,176.21720849875,64.4903452776298,0,5.08722873978245,0,0
305,175.954906366541,64.7029828252391,0,5.12541830171104,0,0
306,175.691003980733,64.916776537912,0,5.16400310605093,0,0
307,175.425488853575,65.1317336591901,0,5.20298821259847,0,0
308,175.158348395242,65.3478614609526,0,5.24237875619113,0,0
309,174.889569913306,65.5651672427849,0,5.28217994793176,0,0
310,174.619140612216,65.7836583313177,0,5.32239707643365,0,0
311,174.347047592789,66.0033420795349,0,5.36303550908671,0,0
312,174.073277851719,66.2242258660498,0,5.40410069334509,0,0
313,173.797818281092,66.4463170943485,0,5.44559815803663,0,0
314,173.52065566792,66.6696231919987,0,5.48753351469448,0,0
315,173.241776693685,66.8941516098245,0,5.52991245891115,0,0
316,172.961167933905,67.1199098210444,0,5.5727407717155,0,0
317,172.678815857712,67.3469053203729,0,5.61602432097289,0,0
318,172.394706827444,67.5751456230834,0,5.65976906280895,0,0
319,172.108827098262,67.8046382640315,0,5.7039810430572,0,0
320,171.82116281778,68.0353907966385,0,5.74866639873111,0,0
321,171.531700025715,68.2674107918323,0,5.79383135952072,0,0
322,171.240424653565,68.5007058369459,0,5.83948224931436,0,0
323,170.947322524296,68.735283534571,0,5.88562548774582,0,0
324,170.652379352059,68.9711515013665,0,5.93226759176727,0,0
325,170.355580741934,69.2083173668197,0,5.97941517724843,0,0
326,170.05691218969,69.4467887719591,0,6.02707496060227,0,0
327,169.756359081575,69.6865733680177,0,6.07525376043773,0,0
328,169.453906694132,69.9276788150446,0,6.12395849923969,0,0
329,169.149540194047,70.1701127804644,0,6.1731962050768,0,0
330,168.843244638017,70.4138829375818,0,6.22297401333737,0,0
331,168.53500497266,70.6589969640307,0,6.27329916849383,0,0
332,168.224806034445,70.9054625401658,0,6.32417902589608,0,0
333,167.912632549662,71.1532873473948,0,6.37562105359419,0,0
334,167.598469134427,71.40247906645,0,6.42763283419084,0,0
335,167.282300294721,71.6530453755979,0,6.48022206672382,0,0
336,166.964110426461,71.904993948783,0,6.5333965685791,0,0
337,166.64388381562,72.1583324537074,0,6.58716427743481,0,0
338,166.321604638379,72.4130685498405,0,6.64153325323649,0,0
339,165.997256961324,72.6692098863603,0,6.6965116802041,0,0
340,165.670824741688,72.9267641000216,0,6.75210786887113,0,0
341,165.342291827634,73.1857388129515,0,6.80833025815616,0,0
342,165.011641958589,73.4461416303676,0,6.86518741746735,0,0
343,164.678858765626,73.7079801382195,0,6.92268804884022,0,0
